timestamp,distance_tracker,distance_wheelchair_FT,distance_wheelchair_v5,distance_drone_FT,distance_drone_v5,distance_range
2.6669,3.0994,,,,,
2.6769,3.0782,,,,,
2.6869,3.0782,,,,,
2.6969,3.0782,,,,,
2.7069,3.0551,,,,,
2.7169,3.0551,,,,,
2.7269,3.0551,,,,,
2.7369,3.0315,,,,,
2.7469,3.0315,,,,,
2.7569,3.0315,,,,,
2.7669,3.0315,,,,,
2.7769,3.0075,,,,,
2.7869,3.0075,,,,,
2.7969,3.0075,,,,,
2.8069,2.9844,,,,,
2.8169,2.9844,,,,,
2.8269,2.9844,,,,,
2.8369,2.9621,,,,,
2.8469,2.9621,,,,,
2.8569,2.9621,,,,,
2.8669,2.9621,,,,,
2.8769,2.9416,,,,,
2.8869,2.9416,,,,,
2.8969,2.9416,,,,,
2.9069,2.922,,,,,
2.9169,2.922,,,,,
2.9269,2.922,,,,,
2.9369,2.9041,,,,,
2.9469,2.9041,,,,,
2.9569,2.9041,,,,,
2.9669,2.9041,,,,,
2.9769,2.8866,,,,,
2.9869,2.8866,,,,,
2.9969,2.8866,,,,,
3.0069,2.8701,,,,,
3.0169,2.8701,,,,,
3.0269,2.8701,,,,,
3.0369,2.8529,,,,,
3.0469,2.8529,,,,,
3.0569,2.8529,,,,,
3.0669,2.8529,,,,,
3.0769,2.8355,,,,,
3.0869,2.8355,,,,,
3.0969,2.8355,,,,,
3.1069,2.8168,,,,,
3.1169,2.8168,,,,,
3.1269,2.8168,,,,,
3.1369,2.7976,,,,,
3.1469,2.7976,,,,,
3.1569,2.7976,,,,,
3.1669,2.7976,,,,,
3.1769,2.7772,,,,,
3.1869,2.7772,,,,,
3.1969,2.7772,,,,,
3.2069,2.7563,,,,,
3.2169,2.7563,,,,,
3.2269,2.7563,,,,,
3.2369,2.7347,,,,,
3.2469,2.7347,,,,,
3.2569,2.7347,,,,,
3.2669,2.7347,,,,,
3.2769,2.7133,,,,,
3.2869,2.7133,,,,,
3.2969,2.7133,,,,,
3.3069,2.6918,,,,,
3.3169,2.6918,,,,,
3.3269,2.6918,,,,,
3.3369,2.671,,,,,
3.3469,2.671,,,,,
3.3569,2.671,,,,,
3.3669,2.671,,,,,
3.3769,2.6504,,,,,
3.3869,2.6504,,,,,
3.3969,2.6504,,,,,
3.4069,2.631,,,,,
3.4169,2.631,,,,,
3.4269,2.631,,,,,
3.4369,2.6118,,,,,
3.4469,2.6118,,,,,
3.4569,2.6118,,,,,
3.4669,2.6118,,,,,
3.4769,2.5934,,,,,
3.4869,2.5934,,,,,
3.4969,2.5934,,,,,
3.5069,2.5748,,,,,
3.5169,2.5748,,,,,
3.5269,2.5748,,,,,
3.5369,2.5567,,,,,
3.5469,2.5567,,,,,
3.5569,2.5567,,,,,
3.5669,2.5567,,,,,
3.5769,2.5379,,,,,
3.5869,2.5379,,,,,
3.5969,2.5379,,,,,
3.6069,2.5193,,,,,
3.6169,2.5193,,,,,
3.6269,2.5193,,,,,
3.6369,2.4997,,,,,
3.6469,2.4997,,,,,
3.6569,2.4997,,,,,
3.6669,2.4997,,,,,
3.6769,2.4802,,,,,
3.6869,2.4802,,,,,
3.6969,2.4802,,,,,
3.7069,2.4599,,,,,
3.7169,2.4599,,,,,
3.7269,2.4599,,,,,
3.7369,2.4397,,,,,
3.7469,2.4397,,,,,
3.7569,2.4397,,,,,
3.7669,2.419,,,,,
3.7769,2.419,,,,,
3.7869,2.419,,,,,
3.7969,2.419,,,,,
3.8069,2.3989,,,,,
3.8169,2.3989,,,,,
3.8269,2.3989,,,,,
3.8369,2.3784,,,,,
3.8469,2.3784,,,,,
3.8569,2.3784,,,,,
3.8669,2.3784,,,,,
3.8769,2.3586,,,,,
3.8869,2.3586,,,,,
3.8969,2.3586,,,,,
3.9069,2.3387,,,,,
3.9169,2.3387,,,,,
3.9269,2.3387,,,,,
3.9369,2.3194,,,,,
3.9469,2.3194,,,,,
3.9569,2.3194,,,2.2961,,
3.9669,2.3194,,,2.2961,,
